City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
358,scarborough,GB,54.2797,-0.4044,46.0,77.0,100.0,5.01,overcast clouds
359,mount gambier,AU,-37.8333,140.7667,57.2,77.0,90.0,9.22,overcast clouds
360,sicamous,CA,50.8331,-118.9856,51.01,25.0,88.0,4.61,overcast clouds
361,asfi,MA,32.2994,-9.2372,59.45,82.0,6.0,8.59,clear sky
362,lufilufi,WS,-13.8745,-171.5986,82.26,72.0,9.0,7.29,clear sky
363,palmerston,AU,-12.486,130.9833,82.99,78.0,75.0,3.44,broken clouds
364,esperance,AU,-33.8667,121.9,59.0,100.0,90.0,8.05,overcast clouds
365,salinopolis,BR,-0.6136,-47.3561,78.66,86.0,100.0,12.24,heavy intensity rain
366,pitkyaranta,RU,61.5734,31.4792,26.85,88.0,6.0,6.71,clear sky
367,berezovyy,RU,51.6667,135.7,30.52,75.0,84.0,1.57,broken clouds
368,skibbereen,IE,51.55,-9.2667,41.0,93.0,40.0,9.22,scattered clouds
369,morgan city,US,29.6994,-91.2068,77.0,78.0,40.0,6.91,scattered clouds
370,katsuura,JP,35.1333,140.3,53.6,47.0,75.0,10.36,broken clouds
371,arman,RU,59.7,150.1667,21.94,62.0,3.0,4.81,clear sky
372,toamasina,MG,-18.1667,49.3833,75.2,94.0,40.0,6.91,light rain
373,copiapo,CL,-27.3667,-70.3333,62.6,77.0,75.0,8.05,broken clouds
375,neiafu,TO,-18.65,-173.9833,82.4,65.0,40.0,4.61,scattered clouds
376,byron bay,AU,-28.65,153.6167,73.4,68.0,9.0,5.75,clear sky
377,brest,BY,52.1,23.7,31.46,95.0,17.0,8.41,few clouds
378,camopi,GF,3.1655,-52.3158,71.33,99.0,100.0,1.45,overcast clouds
379,torbat-e jam,IR,35.244,60.6225,61.59,37.0,96.0,1.83,overcast clouds
380,vesele,UA,47.0148,34.915,38.12,57.0,98.0,7.94,overcast clouds
381,rajshahi,BD,24.3667,88.6,76.46,86.0,0.0,8.37,clear sky
383,fort nelson,CA,58.8053,-122.7002,32.0,47.0,75.0,10.36,broken clouds
384,vilhena,BR,-12.7406,-60.1458,73.4,94.0,0.0,6.91,clear sky
385,faya,SA,18.3851,42.4509,64.4,63.0,0.0,4.61,clear sky
386,buin,CL,-33.7333,-70.75,64.4,48.0,0.0,13.8,clear sky
387,huron,US,41.1501,-82.5499,64.0,80.0,100.0,8.01,overcast clouds
388,xinmin,CN,41.9908,122.8253,41.0,38.0,52.0,8.95,smoke
389,varadero,CU,23.1536,-81.2514,77.0,69.0,75.0,13.8,broken clouds
390,srednekolymsk,RU,67.45,153.6833,14.16,85.0,100.0,4.32,overcast clouds
391,vagay,RU,57.9375,69.0217,33.58,97.0,100.0,7.65,snow
392,ambilobe,MG,-13.2,49.05,72.54,94.0,91.0,2.33,overcast clouds
393,westport,US,41.1415,-73.3579,55.99,67.0,1.0,12.66,clear sky
394,hutchinson,US,38.0608,-97.9298,73.4,20.0,1.0,16.11,clear sky
395,kyshtovka,RU,56.555,76.6271,29.5,95.0,64.0,11.5,broken clouds
396,port moresby,PG,-9.4431,147.1797,79.3,81.0,100.0,12.73,overcast clouds
397,the valley,AI,18.217,-63.0578,78.01,73.0,20.0,6.91,few clouds
398,wanning,CN,18.8003,110.3967,76.51,80.0,10.0,5.23,clear sky
399,batagay,RU,67.6333,134.6333,4.69,84.0,100.0,2.8,overcast clouds
400,tautira,PF,-17.7333,-149.15,86.0,62.0,75.0,5.75,broken clouds
401,zhigansk,RU,66.7697,123.3711,10.99,83.0,100.0,19.15,overcast clouds
402,richards bay,ZA,-28.783,32.0377,69.06,89.0,44.0,5.88,scattered clouds
403,matagami,CA,49.7502,-77.6328,46.4,93.0,90.0,5.75,overcast clouds
404,rocha,UY,-34.4833,-54.3333,69.73,81.0,100.0,7.47,overcast clouds
405,sabang,ID,5.8933,95.3214,81.99,71.0,46.0,2.24,scattered clouds
406,senneterre,CA,48.3835,-77.2328,68.0,34.0,40.0,9.22,scattered clouds
407,lubumbashi,CD,-11.6609,27.4794,57.24,95.0,46.0,4.68,scattered clouds
408,atambua,ID,-9.1061,124.8925,77.0,78.0,70.0,2.68,broken clouds
409,poddorye,RU,57.4695,31.1156,29.32,78.0,17.0,6.02,few clouds
410,sorong,ID,-0.8833,131.25,79.47,82.0,100.0,9.44,overcast clouds
411,chapais,CA,49.7834,-74.8492,50.0,71.0,90.0,5.75,overcast clouds
412,brownsville,US,25.9018,-97.4975,86.0,54.0,1.0,13.8,clear sky
413,sao jose da coroa grande,BR,-8.8978,-35.1478,79.41,76.0,55.0,9.73,broken clouds
414,rey bouba,CM,8.6724,14.1786,86.14,26.0,65.0,0.74,broken clouds
415,victoria point,AU,-27.5833,153.3,78.01,80.0,2.0,1.99,clear sky
416,tupelo,US,34.2576,-88.7034,77.0,36.0,1.0,11.5,clear sky
417,pozo colorado,PY,-23.4923,-58.7972,86.56,40.0,46.0,5.3,scattered clouds
418,barpali,IN,21.2,83.5833,78.51,63.0,31.0,7.72,scattered clouds
419,kamenka,RU,51.3223,42.7678,39.0,75.0,100.0,5.01,light rain
420,bail hongal,IN,15.8167,74.8667,78.96,51.0,79.0,7.49,broken clouds
421,boa vista,BR,2.8197,-60.6733,77.0,83.0,75.0,3.44,light rain
423,baiquan,CN,47.5833,126.0833,39.96,30.0,2.0,4.7,clear sky
424,milverton,CA,43.5668,-80.9164,66.0,60.0,77.0,10.0,broken clouds
425,nizwa,OM,22.9333,57.5333,70.7,44.0,0.0,1.5,clear sky
426,bonavista,CA,48.6499,-53.1147,39.2,100.0,79.0,2.3,broken clouds
427,ballina,AU,-28.8667,153.5667,73.4,68.0,11.0,5.75,few clouds
428,tagusao,PH,9.1924,117.8141,80.28,75.0,94.0,3.38,moderate rain
429,qaqortoq,GL,60.7167,-46.0333,35.6,69.0,75.0,3.44,broken clouds
431,canton,CN,23.1167,113.25,68.0,37.0,86.0,7.76,overcast clouds
432,adrar,MR,20.5022,-10.0711,77.29,17.0,0.0,10.92,clear sky
433,aykhal,RU,66.0,111.5,-1.64,94.0,98.0,16.24,light snow
434,zhezkazgan,KZ,47.8043,67.7144,47.57,56.0,78.0,2.82,broken clouds
435,faranah,GN,10.0404,-10.7434,81.19,61.0,15.0,10.78,few clouds
436,houma,US,29.5958,-90.7195,78.8,73.0,90.0,6.91,overcast clouds
437,leshukonskoye,RU,64.8989,45.7622,36.68,93.0,100.0,14.38,overcast clouds
438,kamaishi,JP,39.2667,141.8833,41.0,60.0,75.0,8.05,broken clouds
439,jagdalpur,IN,19.0667,82.0333,73.56,58.0,40.0,4.43,scattered clouds
440,vestmannaeyjar,IS,63.4427,-20.2734,24.82,64.0,0.0,25.08,clear sky
442,maldonado,UY,-34.6667,-54.9167,77.0,83.0,0.0,8.05,moderate rain
443,boma,GH,7.0805,-2.1697,73.27,94.0,100.0,1.21,overcast clouds
445,severo-yeniseyskiy,RU,60.3725,93.0408,25.57,97.0,100.0,1.59,overcast clouds
446,stornoway,GB,58.2093,-6.3865,33.8,86.0,75.0,13.8,light snow
447,lagos,NG,6.5833,3.75,82.4,89.0,75.0,13.8,light rain
448,ayolas,PY,-27.4,-56.9,75.6,66.0,23.0,7.05,few clouds
449,saint-pierre,RE,-21.3393,55.4781,77.0,73.0,0.0,5.75,clear sky
450,katobu,ID,-4.9408,122.5276,79.3,86.0,97.0,1.28,overcast clouds
451,obu,JP,35.0,136.9667,55.99,27.0,1.0,13.53,clear sky
452,yerbogachen,RU,61.2767,108.0108,10.74,84.0,99.0,10.65,overcast clouds
453,hurricane,US,37.1753,-113.2899,82.0,5.0,1.0,18.41,clear sky
454,namatanai,PG,-3.6667,152.4333,80.31,80.0,100.0,9.69,overcast clouds
455,ferrol,ES,43.4832,-8.2369,55.0,93.0,0.0,4.61,clear sky
456,sandwick,GB,60.0,-1.25,37.4,75.0,90.0,31.07,overcast clouds
457,comodoro rivadavia,AR,-45.8667,-67.5,57.2,77.0,0.0,10.49,clear sky
458,belousovka,KZ,50.1339,82.5239,37.4,93.0,75.0,6.71,broken clouds
459,invermere,CA,50.5167,-116.0354,42.01,77.0,87.0,1.99,overcast clouds
460,hofn,IS,64.2539,-15.2082,24.87,54.0,100.0,19.95,overcast clouds
461,sibolga,ID,1.7427,98.7792,76.82,86.0,100.0,2.64,overcast clouds
462,oranjemund,NA,-28.55,16.4333,61.12,88.0,1.0,7.2,clear sky
463,rosarito,MX,32.3333,-117.0333,69.8,63.0,1.0,9.22,clear sky
464,dunedin,NZ,-45.8742,170.5036,60.01,73.0,0.0,5.01,clear sky
466,pyay,MM,18.8167,95.2167,76.86,68.0,0.0,3.49,clear sky
467,mnogovershinnyy,RU,53.9353,139.9242,20.71,84.0,61.0,4.7,broken clouds
468,astoria,US,46.1879,-123.8313,50.0,50.0,20.0,9.22,few clouds
469,cabo san lucas,MX,22.8909,-109.9124,84.2,37.0,1.0,11.5,clear sky
470,asau,RO,46.4333,26.4,28.4,74.0,0.0,8.05,clear sky
471,gedo,ET,9.0167,37.45,54.55,21.0,19.0,2.06,few clouds
474,porbandar,IN,21.6422,69.6093,78.4,69.0,0.0,7.74,clear sky
475,kulhudhuffushi,MV,6.6221,73.07,82.09,75.0,5.0,10.85,clear sky
477,kaifeng,CN,34.7911,114.3483,50.0,81.0,20.0,2.24,mist
478,torrevieja,ES,37.9787,-0.6822,57.0,80.0,100.0,1.99,overcast clouds
479,prachuap khiri khan,TH,12.2167,99.75,81.0,88.0,20.0,2.3,few clouds
480,saint-augustin,CA,51.226,-58.6502,33.84,99.0,98.0,2.77,overcast clouds
481,kloulklubed,PW,7.0419,134.2556,82.4,83.0,75.0,4.61,broken clouds
482,loja,EC,-3.9931,-79.2042,56.91,95.0,87.0,2.64,light rain
483,havre-saint-pierre,CA,50.2334,-63.5986,42.8,75.0,75.0,5.75,broken clouds
484,visby,SE,57.6409,18.296,39.0,70.0,75.0,17.27,broken clouds
485,acarigua,VE,9.5545,-69.1956,83.26,61.0,100.0,4.43,overcast clouds
486,akhalgori,GE,42.126,44.4833,60.8,55.0,0.0,2.3,clear sky
487,esna,EG,25.2934,32.554,73.4,31.0,0.0,20.04,clear sky
488,kuressaare,EE,58.2481,22.5039,37.99,93.0,40.0,12.66,scattered clouds
489,atlantic city,US,39.3643,-74.4229,57.2,58.0,1.0,6.91,clear sky
490,alice springs,AU,-23.7,133.8833,79.0,33.0,0.0,4.92,clear sky
491,kaihua,CN,23.3687,104.28,60.46,90.0,86.0,6.42,overcast clouds
492,general pico,AR,-35.6566,-63.7568,69.71,87.0,100.0,6.82,overcast clouds
493,graham,US,47.0529,-122.2943,54.0,37.0,75.0,5.75,broken clouds
494,san quintin,MX,30.4833,-115.95,65.53,63.0,1.0,19.33,clear sky
495,askarovo,RU,53.3372,58.5089,35.6,75.0,75.0,11.18,broken clouds
496,moche,PE,-8.1711,-79.0092,68.0,88.0,40.0,12.66,fog
497,nelson bay,AU,-32.7167,152.15,73.99,78.0,0.0,14.97,clear sky
498,sarakhs,IR,36.5449,61.1577,64.4,39.0,43.0,4.61,scattered clouds
499,hirosaki,JP,40.5931,140.4725,36.0,86.0,75.0,11.5,light snow
500,novopokrovka,UA,49.8425,36.5477,33.8,69.0,0.0,4.47,clear sky
501,caravelas,BR,-17.7125,-39.2481,76.57,72.0,96.0,11.72,overcast clouds
502,kachug,RU,53.9606,105.8817,29.44,87.0,83.0,2.53,broken clouds
503,buraydah,SA,26.326,43.975,84.2,26.0,40.0,4.61,scattered clouds
504,khani,GE,41.9563,42.9566,51.8,87.0,20.0,4.61,few clouds
505,harbour breton,CA,47.4833,-55.7983,46.22,79.0,8.0,17.34,clear sky
506,nyrob,RU,60.733,56.7202,37.02,95.0,100.0,13.65,overcast clouds
507,bunia,CD,1.5667,30.25,62.35,98.0,92.0,1.99,overcast clouds
508,riyadh,SA,24.6877,46.7219,80.6,17.0,0.0,2.3,clear sky
509,jiaocheng,CN,24.6774,116.1389,61.48,78.0,92.0,3.36,overcast clouds
510,pacific grove,US,36.6177,-121.9166,60.8,55.0,1.0,11.5,clear sky
511,turinskaya sloboda,RU,57.6232,64.3858,34.59,99.0,100.0,1.41,overcast clouds
512,ranfurly,NZ,-45.1333,170.1,66.99,35.0,0.0,3.87,clear sky
514,zyryanka,RU,65.75,150.85,11.59,89.0,100.0,12.57,overcast clouds
515,karla,EE,59.3723,24.9275,32.0,86.0,0.0,6.91,clear sky
516,jumla,NP,29.2747,82.1838,42.3,54.0,9.0,5.17,clear sky
517,port-gentil,GA,-0.7193,8.7815,78.8,89.0,75.0,1.14,moderate rain
518,naze,JP,28.3667,129.4833,68.0,64.0,75.0,8.05,broken clouds
519,marystown,CA,47.1666,-55.1483,45.64,86.0,82.0,18.95,broken clouds
521,san lorenzo,PY,-25.3333,-57.5333,82.4,69.0,0.0,6.91,clear sky
522,idaho falls,US,43.4666,-112.0341,50.0,25.0,90.0,33.38,dust
523,vila franca do campo,PT,37.7167,-25.4333,59.0,88.0,75.0,19.57,broken clouds
524,hami,CN,42.8,93.45,58.33,34.0,100.0,9.57,overcast clouds
525,sangmelima,CM,2.9333,11.9833,68.65,99.0,100.0,3.53,overcast clouds
526,wanaka,NZ,-44.7,169.15,62.65,39.0,0.0,5.17,clear sky
527,upington,ZA,-28.4478,21.2561,71.6,49.0,0.0,6.91,clear sky
528,zadar,HR,44.1197,15.2422,32.0,74.0,0.0,3.44,clear sky
529,varnamo,SE,57.186,14.04,36.0,93.0,93.0,11.99,overcast clouds
530,maragogi,BR,-9.0122,-35.2225,80.08,72.0,59.0,9.93,broken clouds
531,snyder,US,32.7179,-100.9176,84.2,10.0,1.0,8.55,clear sky
533,hailin,CN,44.5833,129.4167,37.96,34.0,2.0,4.21,clear sky
534,makakilo city,US,21.3469,-158.0858,80.6,41.0,20.0,11.5,few clouds
535,kitimat,CA,54.0524,-128.6534,36.0,88.0,100.0,1.99,light rain
536,curup,ID,-3.4667,102.5333,67.3,91.0,95.0,2.13,overcast clouds
537,lasa,IT,46.6166,10.7002,37.99,59.0,0.0,2.3,clear sky
538,trud,BG,42.2333,24.7333,37.4,74.0,1.0,9.22,clear sky
540,keetmanshoop,NA,-26.5833,18.1333,73.4,40.0,0.0,9.22,clear sky
541,bathsheba,BB,13.2167,-59.5167,80.6,61.0,20.0,11.5,few clouds
542,broken hill,AU,-31.95,141.4333,66.2,52.0,87.0,18.41,overcast clouds
543,imbituba,BR,-28.24,-48.6703,71.6,78.0,20.0,5.75,few clouds
544,mackay,AU,-21.15,149.2,82.99,78.0,96.0,3.44,overcast clouds
545,sept-iles,CA,50.2001,-66.3821,41.0,87.0,75.0,2.3,broken clouds
546,sokolovskoye,RU,45.2583,40.6797,45.03,80.0,100.0,14.45,overcast clouds
547,salym,RU,60.0625,71.4789,29.97,91.0,10.0,7.7,clear sky
548,owando,CG,-0.4819,15.8999,70.86,97.0,99.0,1.66,overcast clouds
549,tres lagoas,BR,-20.7511,-51.6783,83.61,41.0,45.0,4.61,scattered clouds
550,newport,GB,51.5877,-2.9984,45.0,89.0,100.0,12.84,overcast clouds
551,kawalu,ID,-7.3817,108.2082,74.26,77.0,99.0,2.59,overcast clouds
552,snezhnogorsk,RU,69.1933,33.2531,30.2,93.0,75.0,6.71,light snow
553,huddersfield,GB,53.649,-1.7842,46.99,84.0,100.0,5.99,overcast clouds
554,shubarshi,KZ,48.5872,57.1869,43.05,83.0,9.0,9.95,clear sky
555,constitucion,CL,-35.3333,-72.4167,55.98,92.0,11.0,4.97,few clouds
556,trincomalee,LK,8.5711,81.2335,78.03,81.0,6.0,6.13,clear sky
558,statesboro,US,32.4488,-81.7832,77.0,43.0,90.0,6.91,overcast clouds
559,phan thiet,VN,10.9333,108.1,78.62,78.0,90.0,3.11,overcast clouds
560,beranang,MY,2.8733,101.8697,81.0,100.0,20.0,2.44,few clouds
561,menongue,AO,-14.6585,17.691,65.82,63.0,76.0,4.23,broken clouds
562,churapcha,RU,62.0025,132.4325,24.33,94.0,100.0,13.58,snow
563,houston,US,29.7633,-95.3633,84.99,61.0,1.0,11.7,clear sky
564,wuwei,CN,37.9281,102.6414,50.18,61.0,100.0,1.14,overcast clouds
565,bagdarin,RU,54.4333,113.6,36.52,62.0,95.0,3.04,overcast clouds
566,macroom,IE,51.9,-8.95,43.0,93.0,40.0,9.22,scattered clouds
567,kavaratti,IN,10.5669,72.642,82.83,68.0,26.0,9.86,scattered clouds
568,trujillo,PE,-8.116,-79.03,68.0,88.0,40.0,12.66,fog
569,mercedes,AR,-34.6515,-59.4307,68.0,99.0,96.0,1.99,light rain
571,mitu,CO,1.1983,-70.1733,73.08,98.0,98.0,1.48,light rain
572,tufanganj,IN,26.3167,89.6667,71.94,66.0,0.0,6.26,clear sky
573,carauari,BR,-4.8828,-66.8958,76.24,93.0,92.0,2.21,overcast clouds
574,idrinskoye,RU,54.3708,92.1358,31.77,86.0,98.0,6.11,overcast clouds
577,lucapa,AO,-8.4192,20.7447,65.19,98.0,100.0,1.83,overcast clouds
578,taoudenni,ML,22.6783,-3.9836,83.32,11.0,2.0,9.93,clear sky
579,mirador,BR,-6.3708,-44.3631,75.56,74.0,84.0,3.22,broken clouds
580,puerto baquerizo moreno,EC,-0.9,-89.6,77.34,88.0,68.0,4.47,light rain
581,rauma,FI,61.1272,21.5113,32.0,74.0,0.0,10.36,clear sky
582,ugoofaaru,MV,5.6667,73.0,82.09,75.0,14.0,9.57,few clouds
583,dawei,MM,14.0833,98.2,77.29,83.0,22.0,2.28,few clouds
584,feijo,BR,-8.1642,-70.3536,74.59,96.0,99.0,2.91,overcast clouds
586,ngaoundere,CM,7.3167,13.5833,75.99,45.0,78.0,8.75,broken clouds
588,port shepstone,ZA,-30.7414,30.455,68.13,83.0,17.0,4.65,few clouds
589,vila,PT,42.0304,-8.1588,46.99,78.0,50.0,4.0,scattered clouds
590,saint augustine,US,29.8947,-81.3145,73.0,73.0,1.0,10.36,clear sky
591,russell,US,32.3502,-85.1999,80.6,50.0,1.0,4.61,clear sky
592,chaumont,FR,48.1167,5.1333,33.01,76.0,83.0,6.85,broken clouds
593,maceio,BR,-9.6658,-35.7353,80.6,78.0,0.0,8.05,clear sky
594,uray,RU,60.1247,64.7758,32.23,96.0,57.0,6.24,broken clouds
595,inirida,CO,3.8653,-67.9239,74.37,94.0,100.0,1.28,overcast clouds
596,dudinka,RU,69.4058,86.1778,-6.61,96.0,52.0,2.64,broken clouds
597,nabire,ID,-3.3667,135.4833,83.98,67.0,64.0,1.79,broken clouds
599,hukuntsi,BW,-24.0,21.75,68.2,48.0,0.0,8.68,clear sky
600,tzucacab,MX,20.0667,-89.05,87.21,50.0,44.0,8.25,scattered clouds
601,lodja,CD,-3.4833,23.4333,67.66,99.0,94.0,1.72,overcast clouds
602,mayo,US,38.8876,-76.5119,57.99,75.0,80.0,3.0,broken clouds
603,kultuk,RU,51.7208,103.6956,35.19,94.0,100.0,2.68,light snow
604,vagur,FO,61.4732,-6.8119,32.11,66.0,100.0,30.11,light snow
605,marion,US,39.7684,-86.1555,62.6,55.0,75.0,11.5,broken clouds
606,rochester,US,43.1548,-77.6156,75.2,33.0,20.0,10.36,few clouds
607,sao joao de pirabas,BR,-0.7747,-47.1772,76.3,91.0,98.0,7.76,moderate rain
608,inongo,CD,-1.95,18.2667,70.7,91.0,100.0,3.8,overcast clouds
609,pailon,BO,-17.65,-62.75,78.8,94.0,75.0,2.3,broken clouds
610,timmins,CA,48.4669,-81.3331,57.2,67.0,40.0,9.22,scattered clouds
611,urdoma,RU,61.7533,48.5442,33.71,92.0,98.0,15.99,overcast clouds
612,mulege,MX,26.8833,-111.9833,87.49,20.0,0.0,3.98,clear sky
613,parry sound,CA,45.3501,-80.033,73.4,28.0,9.0,11.72,clear sky
614,smidovich,RU,48.6,133.8167,38.43,47.0,100.0,5.64,overcast clouds
615,san carlos de bariloche,AR,-41.1456,-71.3082,48.2,61.0,75.0,20.71,moderate rain
616,pundaguitan,PH,6.3711,126.1689,81.3,77.0,82.0,5.1,broken clouds
617,kaa-khem,RU,51.6833,94.7333,35.91,69.0,66.0,3.89,broken clouds
619,del rio,US,29.3627,-100.8968,102.2,7.0,1.0,3.44,clear sky
620,niquero,CU,20.0431,-77.5828,76.44,77.0,84.0,8.05,broken clouds
622,nara,JP,34.6851,135.8049,55.0,58.0,20.0,10.36,few clouds
623,voh,NC,-20.9667,164.7,74.08,93.0,100.0,4.5,light rain
625,taldan,RU,53.6667,124.8,26.35,72.0,66.0,5.44,broken clouds
626,saquarema,BR,-22.92,-42.5103,75.2,83.0,75.0,4.61,broken clouds
627,shingu,JP,33.7333,135.9833,57.2,47.0,40.0,12.66,scattered clouds
628,port lincoln,AU,-34.7333,135.8667,63.19,58.0,33.0,12.5,scattered clouds
629,rapid valley,US,44.0625,-103.1463,68.0,16.0,1.0,11.5,clear sky
630,tongzi,CN,28.7829,105.0877,63.03,71.0,100.0,2.46,overcast clouds
631,abalak,RU,58.1286,68.5944,33.31,97.0,100.0,8.25,snow
632,jinchang,CN,38.4953,102.1739,49.51,59.0,99.0,3.69,overcast clouds
633,ternate,ID,0.8,127.4,82.13,69.0,99.0,3.22,overcast clouds
634,erie,US,42.7667,-78.6664,80.6,26.0,20.0,12.66,few clouds
635,darlawn,IN,24.0167,92.9,61.84,71.0,0.0,2.44,clear sky
636,soto la marina,MX,23.7667,-98.2167,80.01,79.0,36.0,8.99,scattered clouds
637,mackenzie,CA,55.2999,-123.1698,37.4,38.0,75.0,9.22,broken clouds
638,erzin,TR,36.9559,36.2,61.0,85.0,92.0,2.77,overcast clouds
639,abu samrah,SY,35.3029,37.1841,55.45,71.0,80.0,7.49,broken clouds
640,solok,ID,-0.7918,100.6593,75.2,100.0,20.0,2.3,few clouds
642,opuwo,NA,-18.0607,13.84,72.14,51.0,33.0,8.34,scattered clouds
643,hualmay,PE,-11.0964,-77.6139,69.75,86.0,84.0,7.36,broken clouds
644,verkhnevilyuysk,RU,63.4453,120.3167,15.73,91.0,100.0,8.46,overcast clouds
645,pestovo,RU,58.5938,35.8024,28.69,88.0,94.0,7.7,overcast clouds
646,arrifes,PT,37.7667,-25.7,59.0,88.0,75.0,19.57,broken clouds
647,chimbote,PE,-9.0853,-78.5783,69.94,85.0,56.0,7.67,broken clouds
649,huarmey,PE,-10.0681,-78.1522,70.9,85.0,63.0,7.96,broken clouds
650,ouadda,CF,8.0777,22.4007,69.76,77.0,94.0,3.87,overcast clouds
651,atasu,KZ,48.6814,71.6433,45.54,67.0,94.0,4.54,overcast clouds
653,grindavik,IS,63.8424,-22.4338,21.2,63.0,20.0,20.71,few clouds
654,gazanjyk,TM,39.2446,55.5154,69.82,30.0,0.0,9.4,clear sky
655,rabo de peixe,PT,37.8,-25.5833,59.0,88.0,75.0,19.57,broken clouds
656,oranjestad,AW,12.524,-70.027,80.6,83.0,40.0,20.71,scattered clouds
657,escanaba,US,45.7453,-87.0646,50.0,93.0,90.0,5.75,overcast clouds
658,kilindoni,TZ,-7.9139,39.6668,80.89,75.0,95.0,12.84,light rain
659,kedrovyy,RU,56.1667,91.8167,26.6,93.0,0.0,4.47,clear sky
660,thinadhoo,MV,0.5333,72.9333,82.4,68.0,17.0,11.01,few clouds
661,nyurba,RU,63.2842,118.3319,14.0,90.0,100.0,8.97,overcast clouds
662,high level,CA,58.5169,-117.136,26.6,46.0,1.0,6.91,clear sky
663,panguipulli,CL,-39.6333,-72.3333,55.4,88.0,75.0,5.75,broken clouds
664,pangnirtung,CA,66.1451,-65.7125,17.55,98.0,97.0,2.48,overcast clouds
665,upata,VE,8.0086,-62.3989,82.99,75.0,74.0,1.99,broken clouds
666,san cristobal,VE,7.7669,-72.225,80.6,78.0,40.0,9.22,scattered clouds
668,romilly-sur-seine,FR,48.5108,3.7263,37.4,86.0,0.0,4.61,clear sky
669,murgab,TM,37.4966,61.9714,60.8,55.0,33.0,4.61,scattered clouds
670,chute-aux-outardes,CA,49.1168,-68.399,42.8,81.0,75.0,4.61,broken clouds
671,altay,CN,47.8667,88.1167,37.33,56.0,3.0,4.03,clear sky
672,sorland,NO,67.667,12.6934,31.64,55.0,32.0,7.54,scattered clouds
673,yerofey pavlovich,RU,53.9667,121.9667,29.8,69.0,50.0,3.2,scattered clouds
674,nouadhibou,MR,20.931,-17.0347,66.2,72.0,0.0,14.97,clear sky
675,kembe,CF,4.6228,21.8865,69.78,95.0,100.0,2.8,overcast clouds
677,bandarbeyla,SO,9.4942,50.8122,74.48,65.0,11.0,1.21,few clouds
678,mount isa,AU,-20.7333,139.5,87.8,30.0,30.0,11.5,scattered clouds
679,shulin,CN,22.7454,108.423,62.6,77.0,90.0,6.71,overcast clouds
680,zabid,YE,14.1951,43.3152,76.37,47.0,5.0,4.34,clear sky
681,waw,SS,7.7029,27.9953,82.74,50.0,76.0,6.78,broken clouds
682,ronne,DK,55.1009,14.7066,41.0,70.0,90.0,23.02,overcast clouds
683,ucluelet,CA,48.9329,-125.5528,50.0,57.0,40.0,19.57,scattered clouds
684,rennes,FR,48.1667,-1.6667,41.0,81.0,0.0,2.3,clear sky
685,tiarei,PF,-17.5333,-149.3333,86.0,62.0,75.0,5.75,broken clouds
687,aksarka,RU,66.5606,67.7975,27.79,92.0,100.0,10.85,overcast clouds
689,rostovka,RU,55.3842,71.8891,33.71,98.0,100.0,9.24,light rain
690,anadyr,RU,64.75,177.4833,-2.0,71.0,0.0,4.47,clear sky
691,port hedland,AU,-20.3167,118.5667,82.4,83.0,44.0,6.91,scattered clouds
692,palmer,US,42.1584,-72.3287,69.8,32.0,40.0,5.75,scattered clouds
693,chumikan,RU,54.7183,135.315,21.96,88.0,95.0,7.16,overcast clouds
695,itapirapua,BR,-15.8233,-50.6133,72.28,86.0,100.0,4.29,light rain
696,seoul,KR,37.5683,126.9778,53.6,50.0,0.0,4.61,clear sky
697,surskoye,RU,54.4821,46.7214,33.93,81.0,88.0,3.56,overcast clouds
698,zarate,AR,-34.0981,-59.0286,68.0,94.0,60.0,7.0,moderate rain
699,cayhagan,PH,9.6697,122.4256,81.36,69.0,81.0,5.59,broken clouds
700,port macquarie,AU,-31.4333,152.9167,75.99,72.0,18.0,4.0,few clouds
701,miami,US,25.7743,-80.1937,75.2,53.0,20.0,11.5,few clouds
702,mountmellick,IE,53.1136,-7.32,44.01,89.0,100.0,4.0,overcast clouds
704,sumkino,RU,58.1108,68.3244,34.21,97.0,100.0,8.3,light snow
705,biltine,TD,14.5333,20.9167,83.64,5.0,24.0,13.49,few clouds
706,baie-comeau,CA,49.2168,-68.1489,42.8,81.0,75.0,4.61,broken clouds
707,kristinehamn,SE,59.3098,14.1081,37.4,100.0,90.0,19.57,light intensity drizzle
708,nizhniy odes,RU,63.6445,54.856,38.26,94.0,100.0,17.9,overcast clouds
710,tonantins,BR,-2.8731,-67.8022,75.2,94.0,99.0,1.57,moderate rain
711,eureka,US,40.8021,-124.1637,55.0,76.0,1.0,17.27,clear sky
712,waingapu,ID,-9.6567,120.2641,80.08,78.0,97.0,4.68,overcast clouds
713,kiama,AU,-34.6833,150.8667,75.0,68.0,74.0,1.01,light rain
715,matara,LK,5.9485,80.5353,75.52,87.0,53.0,3.18,broken clouds
716,tucuma,BR,-0.1833,-50.05,76.23,91.0,100.0,5.32,moderate rain
717,guapi,CO,2.5708,-77.8854,75.88,92.0,100.0,3.18,moderate rain
718,baijiantan,CN,45.6333,85.1833,54.66,53.0,88.0,0.98,overcast clouds
719,mehamn,NO,71.0357,27.8492,27.5,76.0,86.0,6.2,overcast clouds
720,whitefish,US,48.4111,-114.3376,41.0,75.0,90.0,4.61,overcast clouds
721,illapel,CL,-31.6308,-71.1653,63.75,59.0,0.0,3.56,clear sky
