City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Beruwala,LK,2021-04-01 14:32:27,6.4788,79.9828,81.19,82,9,6.76
295,Pipri,IN,2021-04-01 14:32:27,19.8,75.5333,87.8,33,3,2.3
296,Lagoa,PT,2021-04-01 14:32:28,39.05,-27.9833,58.84,83,100,22.21
297,Trincomalee,LK,2021-04-01 14:32:28,8.5711,81.2335,84.22,70,60,9.35
298,Seminole,US,2021-04-01 14:32:16,28.7086,-81.2081,73.0,73,20,13.8
299,Axim,GH,2021-04-01 14:32:28,4.8699,-2.2405,85.01,68,25,11.72
300,Saint-Paul,RE,2021-04-01 14:32:29,-21.0096,55.2707,80.6,69,75,10.36
301,Pithiviers,FR,2021-04-01 14:32:29,48.1667,2.25,77.0,27,0,17.27
302,Englehart,CA,2021-04-01 14:32:29,47.8169,-79.8664,14.0,62,1,19.57
303,Cururupu,BR,2021-04-01 14:32:30,-1.8283,-44.8683,83.66,71,100,5.53
304,Siderno,IT,2021-04-01 14:32:30,38.2779,16.302,68.0,40,0,16.11
305,Saint-Joseph,RE,2021-04-01 14:32:30,-21.3667,55.6167,80.6,69,75,21.85
306,Bergen,NO,2021-04-01 14:32:31,60.392,5.328,45.0,61,75,16.11
307,Puerto Lleras,CO,2021-04-01 14:32:31,3.0223,-73.4044,81.5,74,98,0.98
308,Bandon,IE,2021-04-01 14:30:16,51.7469,-8.7425,57.0,71,75,16.11
309,Lambarene,GA,2021-04-01 14:32:31,-0.7001,10.2406,93.2,59,75,2.37
310,Beyneu,KZ,2021-04-01 14:32:32,45.3167,55.2,50.76,31,2,16.89
311,Leshukonskoye,RU,2021-04-01 14:32:32,64.8989,45.7622,32.11,92,100,2.64
312,Trinidad,BO,2021-04-01 14:32:32,-14.8333,-64.9,77.0,88,75,3.53
313,Kalmunai,LK,2021-04-01 14:32:32,7.4167,81.8167,82.11,77,2,11.07
314,Chicama,PE,2021-04-01 14:32:33,-7.8447,-79.1469,68.0,88,75,6.91
315,Marienburg,PL,2021-04-01 14:32:33,54.0359,19.0266,43.0,88,99,8.01
316,Ondjiva,AO,2021-04-01 14:32:33,-17.0667,15.7333,76.23,61,77,9.15
317,Sarkand,KZ,2021-04-01 14:32:33,45.41,79.9186,33.08,95,100,5.37
318,Gallatin,US,2021-04-01 14:31:35,45.6666,-111.2008,39.99,68,1,5.75
319,Ayabaca,PE,2021-04-01 14:32:34,-4.6398,-79.7149,61.23,63,65,2.08
320,Ipora,BR,2021-04-01 14:32:34,-16.4419,-51.1178,85.89,48,25,5.35
321,Shuya,RU,2021-04-01 14:32:34,56.8487,41.3883,33.75,99,100,2.59
322,Krasyliv,UA,2021-04-01 14:32:35,49.6519,26.9725,62.06,50,58,10.16
323,Gari,RU,2021-04-01 14:32:35,59.4307,62.3497,32.95,91,87,8.12
324,Cabaiguan,CU,2021-04-01 14:32:35,22.0789,-79.4992,77.0,78,40,4.61
325,Manta,EC,2021-04-01 14:32:35,-0.95,-80.7333,78.8,83,75,0.92
326,Ler,SS,2021-04-01 14:32:36,8.3018,30.1418,90.68,29,85,6.49
327,Tias,ES,2021-04-01 14:32:36,28.9611,-13.645,69.8,78,40,9.22
328,Durazno,UY,2021-04-01 14:32:36,-33.4131,-56.5006,69.8,64,40,9.22
329,Penzance,GB,2021-04-01 14:32:37,50.1186,-5.5371,57.99,72,20,29.93
330,Libreville,GA,2021-04-01 14:31:00,0.3925,9.4537,86.0,70,20,8.05
331,Nouakchott,MR,2021-04-01 14:32:37,18.0858,-15.9785,96.8,15,69,13.8
332,Carutapera,BR,2021-04-01 14:32:37,-1.195,-46.02,83.08,81,88,5.77
333,Puerto Leguizamo,CO,2021-04-01 14:32:38,-0.1934,-74.7819,84.81,64,71,1.72
334,Atar,MR,2021-04-01 14:32:38,20.5169,-13.0499,103.05,5,100,6.31
335,Arroio Grande,BR,2021-04-01 14:32:38,-32.2375,-53.0869,67.98,77,91,5.7
336,Hobyo,SO,2021-04-01 14:32:38,5.3505,48.5268,82.78,66,78,13.73
337,Sao Filipe,CV,2021-04-01 14:32:39,14.8961,-24.4956,73.51,69,1,6.22
338,Manaure,CO,2021-04-01 14:32:39,11.7751,-72.4445,84.96,58,100,25.48
339,Bonthe,SL,2021-04-01 14:32:39,7.5264,-12.505,87.67,59,98,14.36
340,Husavik,IS,2021-04-01 14:32:40,66.0449,-17.3389,48.2,46,40,5.75
341,George Town,MY,2021-04-01 14:32:40,5.4112,100.3354,86.0,79,20,1.14
342,Yabelo,ET,2021-04-01 14:32:40,4.8833,38.0833,77.59,30,61,17.52
343,Pitanga,BR,2021-04-01 14:32:40,-24.7572,-51.7614,73.81,37,38,3.06
344,Rambha,IN,2021-04-01 14:32:41,19.5167,85.1,79.77,91,6,10.94
345,Lixourion,GR,2021-04-01 14:32:41,38.2019,20.4314,66.2,52,20,8.05
346,Mezhdurechensk,RU,2021-04-01 14:32:41,53.6942,88.0603,20.32,96,90,2.21
347,Male,MV,2021-04-01 14:32:42,4.1748,73.5089,84.2,84,75,9.22
348,Dunda,TZ,2021-04-01 14:32:42,-8.1167,34.25,72.79,84,50,2.98
349,Ferrol,ES,2021-04-01 14:32:42,43.4832,-8.2369,64.0,70,100,8.99
350,Dudinka,RU,2021-04-01 14:32:42,69.4058,86.1778,-17.75,97,19,6.6
351,El Bordo,CO,2021-04-01 14:32:43,2.117,-76.9821,77.49,70,90,3.29
352,Rincon,US,2021-04-01 14:32:43,32.296,-81.2354,55.4,62,75,16.11
353,Porto Novo,BJ,2021-04-01 14:32:43,6.4965,2.6036,89.6,62,20,10.36
354,Sovetskiy,RU,2021-04-01 14:29:23,61.3614,63.5842,32.22,94,97,6.04
355,Atasu,KZ,2021-04-01 14:32:44,48.6814,71.6433,13.33,92,6,4.21
356,Carovigno,IT,2021-04-01 14:32:44,40.708,17.655,72.0,77,0,9.22
357,Inhambane,MZ,2021-04-01 14:32:44,-23.865,35.3833,84.2,51,20,9.22
358,Punto Fijo,VE,2021-04-01 14:32:45,11.6956,-70.1996,81.81,67,100,28.74
359,Mahanoro,MG,2021-04-01 14:32:45,-19.9,48.8,76.98,82,55,7.65
360,Taltal,CL,2021-04-01 14:32:45,-25.4,-70.4833,68.4,64,4,7.49
361,Aksu,CN,2021-04-01 14:32:46,41.1231,80.2644,43.65,62,100,11.25
362,Ventersburg,ZA,2021-04-01 14:32:46,-28.0856,27.1381,75.61,36,87,5.03
363,Coronel Vivida,BR,2021-04-01 14:32:46,-25.9797,-52.5678,74.44,39,1,2.59
364,Montepuez,MZ,2021-04-01 14:32:47,-13.1256,38.9997,71.98,83,65,4.32
365,Grahamstown,ZA,2021-04-01 14:32:15,-33.3042,26.5328,62.91,70,83,14.52
366,Belozerskoye,RU,2021-04-01 14:32:47,55.8214,65.5842,33.89,97,100,20.42
367,Cap Malheureux,MU,2021-04-01 14:32:47,-19.9842,57.6142,81.0,76,15,1.99
368,Aripuana,BR,2021-04-01 14:32:48,-9.1667,-60.6333,82.67,71,92,0.83
369,Port Blair,IN,2021-04-01 14:32:48,11.6667,92.75,79.11,72,100,3.02
370,Aras,ES,2021-04-01 14:32:48,42.5617,-2.356,64.99,32,0,13.8
371,Bolgatanga,GH,2021-04-01 14:32:49,10.7856,-0.8514,103.55,6,39,7.78
372,Villa Carlos Paz,AR,2021-04-01 14:31:33,-31.4241,-64.4978,71.01,68,75,10.36
373,Ipixuna,BR,2021-04-01 14:32:49,-1.7625,-48.8043,84.2,74,75,8.05
374,Mindyak,RU,2021-04-01 14:32:49,54.0231,58.7891,31.98,89,100,19.24
375,Garden City,US,2021-04-01 14:32:50,42.3256,-83.331,30.2,43,75,13.8
376,Spiridonovka,RU,2021-04-01 14:32:50,53.0925,50.6462,42.8,70,40,24.61
377,Rundu,NA,2021-04-01 14:32:50,-17.9333,19.7667,78.03,54,100,1.88
378,Puerto Ayacucho,VE,2021-04-01 14:32:51,5.6639,-67.6236,85.5,62,100,0.27
379,Puerto Del Rosario,ES,2021-04-01 14:32:23,28.5004,-13.8627,75.2,60,20,14.97
380,Kargopol,RU,2021-04-01 14:32:11,61.5071,38.9456,33.69,94,100,7.16
381,Tonder,DK,2021-04-01 14:32:52,54.9331,8.8667,52.0,60,100,5.01
382,Viedma,AR,2021-04-01 14:32:52,-40.8135,-62.9967,74.57,41,78,8.08
383,Porto Da Folha,BR,2021-04-01 14:32:52,-9.9172,-37.2783,96.1,33,39,7.05
384,Abalak,RU,2021-04-01 14:32:52,58.1286,68.5944,32.34,97,100,11.63
385,Morristown,US,2021-04-01 14:32:53,36.214,-83.2949,37.0,51,90,14.97
386,Korla,CN,2021-04-01 14:32:53,41.7597,86.1469,50.65,43,100,5.12
387,Hellvik,NO,2021-04-01 14:32:53,59.9156,5.781,45.0,71,8,10.0
388,Tukrah,LY,2021-04-01 14:32:54,32.5341,20.5791,60.55,53,0,10.42
389,Takoradi,GH,2021-04-01 14:32:54,4.8845,-1.7554,84.78,69,8,11.99
390,Tosya,TR,2021-04-01 14:32:54,41.0155,34.0401,42.13,88,100,3.47
391,Izhevskoye,RU,2021-04-01 14:32:54,54.5567,40.8703,38.03,98,100,11.16
392,Soyo,AO,2021-04-01 14:32:55,-6.1349,12.3689,87.8,74,75,8.05
393,Oranjemund,NA,2021-04-01 14:32:55,-28.55,16.4333,65.66,73,0,19.33
394,Bethlehem,BR,2021-04-01 14:32:55,-1.4558,-48.5044,84.2,74,75,8.05
395,Konevo,RU,2021-04-01 14:32:56,62.1215,39.3192,34.09,91,100,7.72
396,Espinosa,BR,2021-04-01 14:32:56,-14.9261,-42.8192,98.31,26,5,1.28
397,Puerto Ayora,EC,2021-04-01 14:31:13,-0.7393,-90.3518,80.6,83,20,11.5
398,Daura,NG,2021-04-01 14:32:56,11.5538,11.4085,96.39,8,10,9.06
399,Ouro Preto Do Oeste,BR,2021-04-01 14:32:57,-10.7481,-62.2158,76.53,89,100,1.68
400,Yurkivka,UA,2021-04-01 14:32:57,49.0126,31.1013,52.86,67,91,8.81
401,Presidencia Roque Saenz Pena,AR,2021-04-01 14:32:57,-26.7852,-60.4388,79.0,49,0,1.99
402,Sayyan,YE,2021-04-01 14:32:58,15.1718,44.3244,69.35,12,65,13.22
403,Dombarovskiy,RU,2021-04-01 14:32:58,50.7587,59.5386,21.4,86,34,10.4
404,Kharovsk,RU,2021-04-01 14:32:58,59.9642,40.1912,34.38,88,100,6.67
405,Immokalee,US,2021-04-01 14:31:10,26.4187,-81.4173,81.0,74,75,4.61
406,Marovoay,MG,2021-04-01 14:32:59,-16.1,46.6333,91.4,55,20,4.61
407,Gilbues,BR,2021-04-01 14:32:59,-9.8317,-45.3439,87.17,56,100,1.07
408,Marondera,ZW,2021-04-01 14:32:59,-18.1853,31.5519,69.24,46,34,6.69
409,Chaman,PK,2021-04-01 14:33:00,30.9236,66.4512,66.9,14,0,7.2
410,Luquillo,PR,2021-04-01 14:29:37,18.3725,-65.7166,82.4,54,1,13.8
411,Baherden,TM,2021-04-01 14:32:06,38.4362,57.4316,63.68,32,3,17.56
412,Nagorsk,RU,2021-04-01 14:33:00,59.3172,50.8078,34.2,91,100,8.37
413,Ocean Springs,US,2021-04-01 14:33:00,30.4113,-88.8278,54.0,37,1,16.11
414,Nuuk,GL,2021-04-01 14:33:01,64.1835,-51.7216,33.8,100,90,57.53
415,Jalalabad,AF,2021-04-01 14:33:01,34.4265,70.4515,65.61,16,0,21.3
416,Valparaiso,CL,2021-04-01 14:33:01,-33.0393,-71.6273,55.4,100,90,2.3
417,Untsukul,RU,2021-04-01 14:33:02,42.7115,46.7866,52.75,67,0,2.13
418,Zeerust,ZA,2021-04-01 14:33:02,-25.5369,26.0751,78.8,38,40,4.61
419,Novyy Svit,UA,2021-04-01 14:33:02,47.8059,38.0211,53.96,52,3,7.9
420,Taraza,CO,2021-04-01 14:32:31,7.5836,-75.4007,87.73,65,99,2.48
421,Umm Kaddadah,SD,2021-04-01 14:33:03,13.6017,26.6876,94.08,9,5,9.91
422,Cartagena Del Chaira,CO,2021-04-01 14:33:03,1.3349,-74.8429,78.85,79,96,0.69
423,Baft,IR,2021-04-01 14:33:03,29.234,56.6057,67.71,14,0,6.51
424,Key West,US,2021-04-01 14:29:35,24.5557,-81.7826,81.0,69,20,3.44
425,Udayagiri,IN,2021-04-01 14:33:04,20.1333,84.3833,78.48,32,5,1.36
426,Miraflores,MX,2021-04-01 14:33:04,19.2167,-98.8083,57.2,51,40,11.5
427,Esperanza,DO,2021-04-01 14:33:04,19.5847,-70.9849,78.8,83,40,9.22
428,Damavand,IR,2021-04-01 14:33:05,35.7178,52.065,66.2,22,75,6.91
429,Shubarshi,KZ,2021-04-01 14:33:05,48.5872,57.1869,24.55,81,3,5.21
430,Trogir,HR,2021-04-01 14:33:05,43.5125,16.2517,69.01,55,0,11.5
431,Caravelas,BR,2021-04-01 14:33:05,-17.7125,-39.2481,79.61,84,68,7.76
432,Qasigiannguit,GL,2021-04-01 14:33:06,68.8193,-51.1922,28.4,86,75,8.05
433,Loandjili,CG,2021-04-01 14:33:06,-4.7561,11.8578,87.8,66,40,10.36
434,Feroke,IN,2021-04-01 14:33:06,11.1774,75.8337,84.2,74,40,3.44
435,Eydhafushi,MV,2021-04-01 14:33:07,5.1033,73.0708,84.52,71,100,12.24
436,Farah,AF,2021-04-01 14:33:07,32.5,62.5,69.3,16,0,8.93
437,Tefe,BR,2021-04-01 14:33:07,-3.3542,-64.7114,80.6,94,75,3.44
438,Grootfontein,NA,2021-04-01 14:33:08,-19.5667,18.1167,70.54,60,100,3.15
439,Shcherbynivka,UA,2021-04-01 14:33:08,48.3949,37.791,55.94,42,0,5.88
440,Santo Antonio Do Ica,BR,2021-04-01 14:33:08,-3.1022,-67.9397,78.82,92,94,3.11
441,Broadstairs,GB,2021-04-01 14:33:09,51.3591,1.4394,46.0,72,13,8.01
442,Matagami,CA,2021-04-01 14:32:32,49.7502,-77.6328,10.4,67,75,17.27
443,Gazanjyk,TM,2021-04-01 14:33:09,39.2446,55.5154,65.03,29,5,26.51
444,Omboue,GA,2021-04-01 14:33:09,-1.5746,9.2618,82.96,71,92,7.85
445,Port Hawkesbury,CA,2021-04-01 14:33:09,45.6169,-61.3485,50.0,81,90,12.66
446,Carbonia,IT,2021-04-01 14:33:10,39.1672,8.5222,75.2,56,0,11.5
447,Leninsk-Kuznetskiy,RU,2021-04-01 14:33:10,54.6567,86.1737,26.6,59,0,8.95
448,Mpulungu,ZM,2021-04-01 14:33:10,-8.7623,31.1141,77.54,78,27,1.25
449,Pitimbu,BR,2021-04-01 14:33:11,-7.4706,-34.8086,87.8,62,40,11.5
450,Cheremukhovo,RU,2021-04-01 14:33:11,60.3484,59.9851,29.21,90,42,5.66
451,Dalvik,IS,2021-04-01 14:33:11,65.9702,-18.5286,48.2,46,40,5.75
452,Urengoy,RU,2021-04-01 14:33:12,65.9667,78.3667,17.4,93,100,20.09
453,Gardanne,FR,2021-04-01 14:29:23,43.4549,5.4691,71.01,35,0,5.75
454,Talcahuano,CL,2021-04-01 14:33:12,-36.7167,-73.1167,59.36,77,13,5.7
455,Panaba,MX,2021-04-01 14:33:12,21.2833,-88.2667,85.59,51,52,11.25
456,Rabo De Peixe,PT,2021-04-01 14:33:13,37.8,-25.5833,62.6,77,20,9.22
457,Lysyanka,UA,2021-04-01 14:33:13,49.2523,30.8295,55.22,64,21,10.42
458,Leua,SK,2021-04-01 14:33:13,48.2156,18.6071,67.05,56,71,7.9
459,Boueni,YT,2021-04-01 14:33:13,-12.9025,45.0761,87.8,62,0,4.61
460,Senador Jose Porfirio,BR,2021-04-01 14:33:14,-2.5908,-51.9542,78.17,87,93,1.92
461,Pinega,RU,2021-04-01 14:33:14,64.7001,43.3936,33.85,87,90,5.08
462,Aleppo,SY,2021-04-01 14:33:14,36.25,37.5,57.38,43,6,18.72
463,Konya,TR,2021-04-01 14:33:15,38.1667,32.5,48.2,57,75,8.05
464,Sergeyevka,KZ,2021-04-01 14:33:15,53.88,67.4158,30.31,86,100,21.09
465,Beisfjord,NO,2021-04-01 14:33:15,68.3751,17.5988,37.4,93,90,8.05
466,Sharhorod,UA,2021-04-01 14:33:16,48.7383,28.085,62.6,45,23,11.18
467,Fehergyarmat,HU,2021-04-01 14:33:16,47.9833,22.5167,68.0,52,20,9.22
468,Vestmannaeyjar,IS,2021-04-01 14:33:16,63.4427,-20.2734,42.8,75,90,17.27
469,Sorland,NO,2021-04-01 14:33:16,67.667,12.6934,39.2,81,90,13.8
470,Iberia,US,2021-04-01 14:33:17,29.9502,-91.7507,55.0,43,1,16.11
471,Dalbandin,PK,2021-04-01 14:33:17,28.8947,64.4101,76.77,11,0,11.81
472,Tingi,TZ,2021-04-01 14:32:28,-11.3,35.0333,67.82,84,90,2.35
473,Coihaique,CL,2021-04-01 14:33:17,-45.5752,-72.0662,48.2,93,90,4.61
474,Calama,CL,2021-04-01 14:29:14,-22.4667,-68.9333,64.4,19,0,14.97
475,Kuryk,KZ,2021-04-01 14:33:18,43.2,51.65,59.47,29,99,23.35
476,Kostomuksha,RU,2021-04-01 14:33:18,64.571,30.5767,32.4,89,100,8.86
477,Leh,IN,2021-04-01 14:33:18,34.1667,77.5833,31.59,29,67,5.55
478,Mindelo,CV,2021-04-01 14:33:19,16.8901,-24.9804,77.0,57,40,25.32
479,Zyryanovsk,KZ,2021-04-01 14:33:19,49.7386,84.2719,12.63,95,7,1.3
480,Nizwa,OM,2021-04-01 14:33:19,22.9333,57.5333,89.53,10,4,4.88
481,Urubicha,BO,2021-04-01 14:33:19,-15.3833,-62.95,77.38,93,100,2.73
482,Bako,ET,2021-04-01 14:33:20,5.7833,36.5667,81.01,38,55,2.68
483,Havre-Saint-Pierre,CA,2021-04-01 14:33:20,50.2334,-63.5986,37.4,93,90,19.57
484,Linhares,BR,2021-04-01 14:29:24,-19.3911,-40.0722,84.81,62,50,3.33
485,Lyngseidet,NO,2021-04-01 14:33:21,69.5763,20.2189,36.0,87,75,14.97
486,Krasnoarmeysk,RU,2021-04-01 14:33:21,51.0239,45.6969,40.42,71,20,8.03
487,Mpongwe,ZM,2021-04-01 14:33:21,-13.5091,28.155,69.8,81,100,6.67
488,Abu Samrah,SY,2021-04-01 14:33:21,35.3029,37.1841,57.13,45,57,17.4
489,Mayor Pablo Lagerenza,PY,2021-04-01 14:33:22,-19.9309,-60.7718,81.9,38,100,5.08
490,Halifax,CA,2021-04-01 14:32:35,44.6453,-63.5724,59.0,93,75,17.27
491,Uige,AO,2021-04-01 14:33:22,-7.6087,15.0613,84.2,58,75,9.22
492,Zarya,RU,2021-04-01 14:33:22,55.7553,38.0958,46.0,100,90,6.71
493,Olyka,UA,2021-04-01 14:33:23,50.7186,25.8125,69.01,39,0,13.42
494,Deep River,CA,2021-04-01 14:33:19,46.1001,-77.4995,23.0,58,90,12.66
495,Antalaha,MG,2021-04-01 14:33:23,-14.9003,50.2788,78.04,88,88,8.39
496,Vytegra,RU,2021-04-01 14:33:23,61.0064,36.4481,33.49,98,100,5.21
497,Le Port,RE,2021-04-01 14:33:24,-20.9373,55.2919,80.6,69,75,10.36
498,Chlorakas,CY,2021-04-01 14:33:24,34.8042,32.4083,55.4,76,75,10.36
499,Kasane,BW,2021-04-01 14:33:24,-17.8167,25.15,86.0,32,40,8.05
500,Santa Rosa,PH,2021-04-01 14:33:24,14.3122,121.1114,82.4,74,20,10.36
501,Mbabane,SZ,2021-04-01 14:33:25,-26.3167,31.1333,84.2,48,20,4.61
502,Wad Madani,SD,2021-04-01 14:33:25,14.4012,33.5199,98.19,8,22,13.62
503,San Borja,BO,2021-04-01 14:33:26,-14.8167,-66.85,72.16,97,100,2.51
504,Coihueco,CL,2021-04-01 14:33:26,-36.6167,-71.8333,53.6,100,90,3.44
505,Ostroh,UA,2021-04-01 14:33:26,50.3294,26.5143,66.2,39,0,13.42
506,Pinar Del Rio,CU,2021-04-01 14:33:26,22.4175,-83.6981,85.59,43,89,7.63
507,Stornoway,GB,2021-04-01 14:33:27,58.2093,-6.3865,50.0,61,0,9.22
508,Ayagoz,KZ,2021-04-01 14:33:27,47.9714,80.4392,31.8,75,92,11.07
509,Cristalina,BR,2021-04-01 14:33:27,-16.7686,-47.6136,81.14,44,0,2.48
510,Grindavik,IS,2021-04-01 14:32:59,63.8424,-22.4338,42.8,81,90,16.11
511,Kashi,CN,2021-04-01 14:33:28,39.4547,75.9797,46.4,57,75,15.66
512,Natitingou,BJ,2021-04-01 14:33:28,10.3042,1.3796,96.8,10,9,8.05
513,Grand Gaube,MU,2021-04-01 14:32:27,-20.0064,57.6608,81.0,76,17,1.99
514,Dmitriyevka,RU,2021-04-01 14:33:28,54.75,55.3333,37.4,75,90,22.37
515,Sambava,MG,2021-04-01 14:33:29,-14.2667,50.1667,79.16,85,46,11.61
516,Rocha,UY,2021-04-01 14:32:26,-34.4833,-54.3333,68.65,63,99,7.45
517,Kita,ML,2021-04-01 14:33:29,13.0349,-9.4895,106.11,5,0,5.97
518,Hualmay,PE,2021-04-01 14:33:29,-11.0964,-77.6139,73.17,75,64,7.94
519,Darab,IR,2021-04-01 14:33:30,28.7519,54.5444,78.39,14,0,4.32
520,Stokmarknes,NO,2021-04-01 14:33:30,68.5646,14.9108,39.2,87,75,5.75
521,Cochrane,CA,2021-04-01 14:33:30,51.1834,-114.4687,39.0,63,20,3.44
522,Itupiranga,BR,2021-04-01 14:33:30,-5.1347,-49.3267,82.4,83,75,5.75
523,Bani,DO,2021-04-01 14:33:31,18.2833,-70.3333,82.4,69,40,9.22
524,Ajdabiya,LY,2021-04-01 14:33:31,30.7554,20.2263,63.57,46,0,13.65
525,Buta,CD,2021-04-01 14:33:31,2.7858,24.73,88.16,48,27,5.39
526,Agirish,RU,2021-04-01 14:33:32,61.9247,63.0231,29.43,94,95,4.92
527,Isla Mujeres,MX,2021-04-01 14:33:32,21.2311,-86.731,81.0,88,40,4.61
528,Ozieri,IT,2021-04-01 14:33:32,40.586,9.0012,69.8,49,4,9.22
529,Ouango,CF,2021-04-01 14:33:32,4.3133,22.5552,86.07,51,71,7.65
530,Iracoubo,GF,2021-04-01 14:33:33,5.4802,-53.2011,80.74,77,96,11.59
531,Rodrigues Alves,BR,2021-04-01 14:33:34,-7.738,-72.6509,80.6,83,75,3.44
532,Wanlaweyn,SO,2021-04-01 14:33:34,2.6185,44.8938,87.76,48,26,23.15
533,Lyubashivka,UA,2021-04-01 14:33:35,47.8372,30.2598,56.43,53,37,5.99
534,Port-Cartier,CA,2021-04-01 14:33:29,50.0334,-66.8654,35.6,93,90,12.66
535,Usogorsk,RU,2021-04-01 14:33:35,63.4106,48.6872,33.19,97,100,6.76
536,Laguna,US,2021-04-01 14:33:35,38.421,-121.4238,52.0,76,1,4.23
537,Muchkapskiy,RU,2021-04-01 14:33:36,51.8513,42.4717,42.37,84,89,8.16
538,Mangaratiba,BR,2021-04-01 14:33:36,-22.9597,-44.0406,82.4,44,0,9.22
539,Nantucket,US,2021-04-01 14:33:36,41.2835,-70.0995,50.0,93,90,14.97
540,Kondoa,TZ,2021-04-01 14:33:36,-4.9,35.7833,69.75,69,67,5.08
541,Arys,KZ,2021-04-01 14:33:37,42.4252,68.795,39.2,60,40,6.71
542,Requena,ES,2021-04-01 14:33:37,39.4883,-1.1004,70.0,34,71,3.0
543,Monastyrshchina,RU,2021-04-01 14:33:37,54.3496,31.838,52.52,67,100,6.33
544,Bayir,TR,2021-04-01 14:33:38,37.2687,28.2167,53.6,71,75,3.44
545,Bridlington,GB,2021-04-01 14:33:38,54.0831,-0.1919,46.0,69,100,5.01
546,Mongu,ZM,2021-04-01 14:33:38,-15.2484,23.1274,78.55,55,95,4.97
547,Lodwar,KE,2021-04-01 14:31:50,3.1191,35.5973,98.44,20,24,14.9
548,Maldonado,UY,2021-04-01 14:33:39,-34.6667,-54.9167,68.0,88,75,11.5
549,Mubende,UG,2021-04-01 14:33:39,0.5606,31.39,70.09,83,71,1.99
550,Vagur,FO,2021-04-01 14:33:39,61.4732,-6.8119,44.28,85,44,23.47
551,Ous,RU,2021-04-01 14:33:39,60.9058,61.5186,30.09,94,63,4.92
552,Arlit,NE,2021-04-01 14:33:40,18.7369,7.3853,93.85,5,0,6.13
553,Ulenje,TZ,2021-04-01 14:33:40,-8.9333,33.6833,62.69,93,64,2.15
554,Inirida,CO,2021-04-01 14:33:40,3.8653,-67.9239,85.01,72,77,1.32
555,Ilhabela,BR,2021-04-01 14:33:41,-23.7781,-45.3581,77.31,66,45,11.01
556,Gondar,ET,2021-04-01 14:33:41,12.6,37.4667,72.82,35,50,12.41
557,Najran,SA,2021-04-01 14:33:41,17.4924,44.1277,91.4,13,0,4.61
